Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
41,Research & Development,Research Director,Male,19419,No,3,4,18,0,0,No,4.55,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
27,Research & Development,Laboratory Technician,Female,2811,No,2,3,2,2,4,No,12.39,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
45,Research & Development,Laboratory Technician,Male,3633,Yes,1,3,9,0,4,No,8.45,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
47,Sales,Sales Executive,Female,4163,Yes,4,3,9,0,2,No,10.77,No,🟡 MEDIUM,OVERTIME_STRESS | NO_TRAINING,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 📚 Immediately enroll in skill-development programs; assign a learning budget.,2
30,Research & Development,Research Scientist,Female,2132,Yes,3,3,5,0,3,Yes,92.34,Yes,🔴 CRITICAL,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS | POOR_ENVIRONMENT | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
50,Research & Development,Manufacturing Director,Male,13973,Yes,3,3,12,1,2,No,1.92,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
38,Research & Development,Research Scientist,Male,2684,No,3,2,2,0,2,No,5.34,No,🟡 MEDIUM,LOW_SALARY | NO_TRAINING | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
46,Research & Development,Manufacturing Director,Male,10845,No,3,3,8,0,0,No,2.97,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
24,Research & Development,Manufacturing Director,Female,4377,No,3,3,4,3,0,No,6.78,No,🟢 LOW,NONE,No immediate action required.,0
35,Research & Development,Laboratory Technician,Male,3743,Yes,2,1,4,0,6,Yes,87.12,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_WLB | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
31,Research & Development,Manufacturing Director,Female,4148,No,1,3,4,0,2,No,3.34,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
18,Research & Development,Research Scientist,Male,1051,No,4,3,0,0,2,No,23.01,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
54,Research & Development,Manufacturing Director,Female,10739,No,3,3,10,0,0,No,2.55,No,🟡 MEDIUM,BELOW_AVG_HIKE | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
35,Research & Development,Healthcare Representative,Female,10388,Yes,3,2,16,10,3,No,6.79,No,🟡 MEDIUM,BELOW_AVG_HIKE | OVERTIME_STRESS | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
30,Research & Development,Research Director,Female,11416,Yes,1,2,8,1,4,No,6.57,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
20,Research & Development,Research Scientist,Female,2600,Yes,1,3,1,0,6,Yes,95.14,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,6
30,Research & Development,Laboratory Technician,Female,2422,No,2,3,3,1,3,Yes,80.21,Yes,🔴 CRITICAL,LOW_SALARY | POOR_RELATIONSHIPS | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
26,Research & Development,Manufacturing Director,Male,5472,No,4,3,8,1,0,No,5.82,No,🟢 LOW,NONE,No immediate action required.,0
22,Research & Development,Laboratory Technician,Male,2451,No,1,2,4,1,3,No,10.77,No,🟠 HIGH,LOW_SALARY | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | LOW_INVOLVEMENT,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,4
48,Research & Development,Healthcare Representative,Male,4240,No,3,3,2,2,1,No,5.49,No,🟡 MEDIUM,POOR_ENVIRONMENT | NO_TRAINING | NEW_HIRE_FLIGHT_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",3
48,Research & Development,Healthcare Representative,Male,10999,No,3,3,15,4,0,No,2.18,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
41,Research & Development,Manufacturing Director,Female,5003,No,3,3,2,2,1,No,5.16,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
39,Research & Development,Manufacturing Director,Female,12742,No,4,3,21,11,1,No,4.14,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
27,Research & Development,Manufacturing Director,Female,4227,No,4,3,3,2,0,No,2.49,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
35,Research & Development,Laboratory Technician,Male,3917,No,4,2,3,1,0,No,5.59,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
42,Sales,Manager,Male,18303,No,3,4,1,0,1,No,3.86,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
50,Research & Development,Laboratory Technician,Male,2380,No,4,3,1,0,2,No,12.08,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",3
59,Research & Development,Manufacturing Director,Female,13726,Yes,4,3,5,4,2,No,5.69,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_RELATIONSHIPS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
37,Research & Development,Healthcare Representative,Female,4777,No,2,1,1,0,5,Yes,77.93,Yes,🔴 CRITICAL,POOR_WLB | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,"🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",7
55,Research & Development,Healthcare Representative,Male,6385,Yes,2,3,8,6,5,No,6.8,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
41,Research & Development,Research Director,Female,19973,No,3,3,21,5,0,No,10.41,No,🟡 MEDIUM,STAGNANT_CAREER | LOW_INVOLVEMENT,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,2
38,Sales,Sales Executive,Male,6861,Yes,4,3,1,0,3,No,17.4,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
26,Sales,Sales Executive,Male,4969,No,1,3,2,2,3,Yes,86.52,Yes,🔴 CRITICAL,LOW_JOB_SATISFACTION | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
52,Sales,Manager,Female,19845,No,4,3,32,6,1,Yes,76.68,Yes,🔴 CRITICAL,POOR_ENVIRONMENT | STAGNANT_CAREER | LOW_INVOLVEMENT | ML_HIGH_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
44,Sales,Sales Executive,Female,13320,Yes,4,3,12,11,3,No,5.82,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
50,Sales,Sales Executive,Female,6347,No,3,3,18,0,0,No,6.18,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
36,Research & Development,Laboratory Technician,Female,2743,No,1,3,17,15,4,Yes,86.16,Yes,🔴 CRITICAL,LOW_SALARY | LOW_JOB_SATISFACTION | STAGNANT_CAREER | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
39,Research & Development,Manufacturing Director,Female,10880,Yes,1,3,21,2,4,No,10.75,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
33,Sales,Sales Representative,Female,2342,No,4,2,2,2,2,No,8.88,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
45,Sales,Manager,Female,17650,No,4,4,9,1,0,No,4.13,No,🟢 LOW,NONE,No immediate action required.,0
32,Research & Development,Laboratory Technician,Female,4025,No,3,3,8,7,1,No,9.33,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
34,Sales,Sales Executive,Male,9725,No,4,2,15,0,0,No,6.16,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
59,Sales,Manager,Male,11904,Yes,4,1,6,0,4,No,7.42,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_WLB,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days.,2
45,Human Resources,Human Resources,Male,2177,No,2,3,6,0,3,No,7.9,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
53,Sales,Sales Executive,Female,7525,No,2,3,15,6,3,No,8.05,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
36,Research & Development,Laboratory Technician,Male,4834,No,3,2,1,0,1,Yes,85.15,Yes,🔴 CRITICAL,POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
26,Research & Development,Research Scientist,Male,2042,Yes,1,3,3,1,5,Yes,83.49,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | HIGH_JOB_HOPPER | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
34,Sales,Sales Representative,Female,2220,Yes,3,3,1,0,4,No,23.88,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
28,Sales,Sales Representative,Male,1052,No,2,3,1,0,4,No,28.26,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
38,Research & Development,Research Scientist,Male,2821,No,3,3,2,2,2,No,5.7,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
50,Research & Development,Research Director,Male,19237,Yes,3,2,8,7,3,No,5.79,No,🟡 MEDIUM,BELOW_AVG_HIKE | OVERTIME_STRESS | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
37,Research & Development,Healthcare Representative,Female,4107,No,2,2,4,0,2,No,7.78,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
40,Sales,Sales Executive,Male,8396,No,1,2,7,7,3,No,7.59,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
26,Research & Development,Research Scientist,Female,2007,No,3,3,5,1,1,No,5.94,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
46,Research & Development,Research Director,Male,19627,No,4,3,2,2,1,No,6.03,No,🟡 MEDIUM,NO_TRAINING | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
54,Sales,Sales Executive,Female,10686,No,3,3,9,7,1,No,10.65,No,🟡 MEDIUM,BELOW_AVG_HIKE | STAGNANT_CAREER | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
56,Research & Development,Research Scientist,Female,2942,No,3,3,5,0,1,No,3.58,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
36,Research & Development,Manufacturing Director,Female,8858,No,4,2,14,7,1,No,3.93,No,🟡 MEDIUM,BELOW_AVG_HIKE | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
55,Research & Development,Manager,Male,16756,No,1,4,9,6,3,No,5.79,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
43,Sales,Sales Executive,Male,10798,No,4,3,1,0,1,No,9.07,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
20,Sales,Sales Representative,Female,2323,Yes,4,3,2,0,4,Yes,94.49,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
21,Research & Development,Laboratory Technician,Female,1416,No,1,2,1,1,4,Yes,94.94,Yes,🔴 CRITICAL,LOW_SALARY | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
46,Research & Development,Research Scientist,Female,4615,Yes,1,3,16,1,4,No,6.46,No,🟠 HIGH,OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,4
51,Research & Development,Research Scientist,Male,2461,Yes,3,4,10,2,3,Yes,68.08,Yes,🟠 HIGH,LOW_SALARY | OVERTIME_STRESS | POOR_ENVIRONMENT | HIGH_JOB_HOPPER | ML_MEDIUM_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | ⚠️  AI model flags moderate attrition probability — place on HR watch list.",5
28,Research & Development,Healthcare Representative,Male,8722,No,1,2,10,1,2,Yes,61.44,Yes,🟠 HIGH,LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | ML_MEDIUM_RISK,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | ⚠️  AI model flags moderate attrition probability — place on HR watch list.,3
26,Research & Development,Laboratory Technician,Male,3955,No,1,3,5,1,2,No,7.66,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",3
30,Research & Development,Manufacturing Director,Male,9957,No,1,2,6,0,2,No,2.22,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
41,Research & Development,Research Scientist,Female,3376,No,3,3,10,0,0,No,2.03,No,🟢 LOW,NONE,No immediate action required.,0
38,Research & Development,Healthcare Representative,Female,8823,No,3,2,19,1,0,No,4.49,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
40,Research & Development,Healthcare Representative,Male,10322,No,4,3,11,11,1,No,6.62,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
27,Research & Development,Laboratory Technician,Male,4621,No,3,3,3,1,0,No,8.51,No,🟡 MEDIUM,POOR_ENVIRONMENT | LOW_INVOLVEMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.",2
55,Research & Development,Manufacturing Director,Male,10976,No,2,3,3,1,2,No,1.02,No,🟢 LOW,NONE,No immediate action required.,0
28,Research & Development,Research Scientist,Female,3660,No,3,4,8,1,0,No,2.3,No,🟢 LOW,NONE,No immediate action required.,0
44,Human Resources,Human Resources,Male,10482,No,1,3,20,3,2,Yes,58.36,Yes,🟠 HIGH,LOW_JOB_SATISFACTION | HIGH_JOB_HOPPER | ML_MEDIUM_RISK,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | ⚠️  AI model flags moderate attrition probability — place on HR watch list.,3
33,Research & Development,Healthcare Representative,Male,7119,No,4,3,3,1,0,No,2.67,No,🟢 LOW,NONE,No immediate action required.,0
35,Sales,Sales Executive,Male,9582,Yes,1,3,8,4,4,Yes,86.44,Yes,🔴 CRITICAL,OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | STAGNANT_CAREER | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
33,Research & Development,Research Scientist,Female,4508,No,3,3,13,3,0,Yes,76.47,Yes,🔴 CRITICAL,POOR_ENVIRONMENT | ML_HIGH_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",2
28,Research & Development,Laboratory Technician,Male,2207,No,3,2,4,2,1,No,7.02,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
34,Research & Development,Healthcare Representative,Male,7756,No,4,2,6,0,0,No,3.73,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
37,Sales,Sales Executive,Female,6694,Yes,4,3,1,0,3,No,13.2,No,🟡 MEDIUM,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
25,Research & Development,Laboratory Technician,Male,3691,Yes,4,4,7,5,2,Yes,81.22,Yes,🔴 CRITICAL,OVERTIME_STRESS | STAGNANT_CAREER | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
26,Research & Development,Laboratory Technician,Male,2377,No,3,2,1,0,2,Yes,86.58,Yes,🔴 CRITICAL,LOW_SALARY | POOR_ENVIRONMENT | NO_TRAINING | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
33,Research & Development,Research Scientist,Male,2313,Yes,2,3,2,2,6,Yes,93.7,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | POOR_ENVIRONMENT | NO_TRAINING | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
42,Research & Development,Manager,Male,17665,No,1,3,22,13,3,No,1.77,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
